nombre,codigo,descripcion,url
Repuesto Crema nutritiva para cuerpo hojas de limón y guanábana,NATCHL-71596,"• una combinación equilibrada de ingredientes naturales | • con acción prebiótica que nutre y fortalece la microbiota de la piel | • mantiene el equilibrio natural de tu piel | • deliciosa fragancia de Hojas de Limón y Guanábana | • nutrición Personalizada | • estimula la reposición de nutrientes según las necesidades de cada tipo de piel | • nutrición Profunda | • piel saludable en todas sus capas | • 94% de Ingredientes de Origen Natural | • mayor afinidad con tu piel | • piel suave y protegida | • fácil de aplicar, rápida absorción | • fragancia que Sorprende | • refrescante y revitalizante",https://www.natura.cl/p/repuesto-crema-nutritiva-para-cuerpo-hojas-de-limon-y-guanabana-400ml/NATCHL-71596
"Gloss Labial Faces 5,5 g",No detectado,"• 4 colores tendencia | • el mejor acabado glossy | • labios hidratados y llenos de color | • brillo intenso | • cuantas más capas, más color y brillo | • con vitamina E | • hidrata tus labios intensamente por 24 horas | • pigmentación y un toque radiante | • dermatológicamente probado | • edad sugerida: a partir de 18 años | • cruelty free | • vegano | • textura: gloss",https://www.natura.cl/p/gloss-labial-faces-55-g/NATCHL-PADRE175103
Repuesto Gel crema antiseñales​ firmeza y luminosidade  Chronos 45+ noche,NATCHL-134589,• reorganiza el ciclo natural de las funciones de la piel | • promueve hidratación activa | • resultados reales y comprobados por dermatólogos | • 72% más elastina | • 82% más colágeno | • 96% más firmeza y elasticidad | • suaviza los impactos en la piel causados por la menopausia | • reduce arrugas | • activa la vitalidad de las células | • protección solar: FPS 30 y FPUVA10 | • edad sugerida: 45+ | • cruelty free | • vegano | • ocasión: antiedad | • tipo de piel: todo tipo de piel,https://www.natura.cl/p/repuesto-gel-crema-antisenales-firmeza-y-luminosidade--chronos-45-noche-40-g/NATCHL-134589
Repuesto Crema antiseñales​ relleno y revitalización ​Chronos 60+ noche,NATCHL-134587,"• suaviza los impactos causados en la piel posmenopausia | • trata los signos del envejecimiento | • contiene bioactivo: casearia, estimula el ácido hialurónico natural de la piel | • más del 93% de relleno y volumen del rostro² | • más del 80% de las mujeres sintieron mejora en el contorno facial² | • reduce arrugas profundas | • promueve hidratación y activa la vitalidad celular³ | • rellena y restaura el volumen | • revitaliza la piel | • testado dermatológicamente | • edad sugerida: 60+ | • cruelty free | • vegano | • ocasión: antiedad | • para todo tipo de piel | • mejor para tu piel, mej",https://www.natura.cl/p/repuesto-crema-antisenales-relleno-y-revitalizacion-chronos-60-noche-40-g/NATCHL-134587
Eau de Toilette unisex Ekos Ryo Festa 75ml,NATCHL-133868,"• fragancia amaderada acuática | • fórmula con bioesencia de siriúba, un árbol de la Amazonía | • perfumación potente y vibrante | • concentración: deo colonia | • libre de crueldad animal | • vegano | • ocasión: para el día a día o para salir | • subfamilia: acuática",https://www.natura.cl/p/ekos-ryo-fiesta-eau-de-toilette-unisex-75-ml/NATCHL-133868
Labial ultracare 24 horas Una,NATCHL-00098,"• tratamiento labial de alto rendimiento | • proporciona hidratación continua por hasta 24 horas | • enriquecido con ingredientes nutritivos | • fórmula que actúa como una barrera protectora contra la resequedad, el clima extremo y los agentes contaminantes | • ideal para el uso diario | • deja los labios visiblemente más suaves, rellenados y cómodos | • envase práctico de 7 ml | • perfecto para llevar contigo y reaplicar cuando quieras | • para todo tipo de piel",https://www.natura.cl/p/labial-ultracare-24-horas-una/NATCHL-00098
Desodorante Corporal Kaiak Sonar Masculino,NATCHL-183451,24 horas de protección perfumada con fragancia aromática.• protege contra los olores de la transpiración • mantiene la hidratación natural de la piel • potencia la perfumación del desodorante colonia • envase ligero y práctico • inspirado en un éxito de la Perfumería Natura.,https://www.natura.cl/p/desodorante-corporal-kaiak-sonar-masculino-100-ml/NATCHL-183451
Crema Hidratante para los Pies Ekos Castaña,NATCHL-69817,"36 horas de hidratación para los pies con la potencia antirresequedad de la castaña.• crema para pies hecha con aceite bruto de castaña, rico en omegas 6 y 9 • promueve nutrición intensa • hidrata inmediatamente • ayuda a potenciar el brillo de las uñas • textura cremosa de rápida absorción• para cuidar de pies resecos y grietas en los pies • nuevo empaque 100% aluminio reciclado • la línea Ekos Castaña contribuye a la regeneración de la Amazonía y ayuda a fortalecer los ingresos de 689 familias guardianas de la selva vinculadas a la cosecha sustentable• 97% de origen natural.",https://www.natura.cl/p/crema-hidratante-para-los-pies-ekos-castana-75-g/NATCHL-69817
Repuesto Acondicionador Nutrición y Reparación Lumina,NATCHL-147410,• nutrición y reparación profunda | • 3 veces más fuerza | • cabello 6 veces más fácil de peinar | • 2 veces más nutrición con reparación y sellado de las fibras* | • promueve salud y brillo | • nuevo envase | • fórmula con BioProteína Triple Acción + Activo Nutrirrevitalización | • producto vegano,https://www.natura.cl/p/repuesto-acondicionador-polinutricion-300-ml/NATCHL-147410
Jabón en Polvo Enzimático Limpieza Uniformizante Chronos Derma,NATCHL-190899,"más del 88% textura uniforme inmediatamente*.• textura en polvo que al contacto con el agua se transforma en una espuma • resultados comprobados en todos los tonos y tipos de piel • limpia y exfolia en un solo paso: inmediatamente suaviza la textura y uniformiza el tono de la piel • acelera el proceso de renovación celular, preparando la piel para el tratamiento de manchas • limpieza suave y eficaz • mantiene la hidratación y suavidad de la piel • deja la piel más uniforme, iluminada y renovada. * porcentaje de mujeres con resultados en prueba clínicayinstrumental.",https://www.natura.cl/p/jabon-en-polvo-enzimatico-limpieza-uniformizante-chronos-derma-50-g/NATCHL-190899
Shampoo Lumina Anticaspa 300ml,NATCHL-147420,"• limpieza profunda sin resecar | • suavidad, hidratación y brillo | • reduce la comezón | • promueve el reequilibrio de la microbiota para un control prolongado de la caspa* | • nuevo envase | • fórmula con BioProteína de Triple Acción + Activo Dermocontrol | • producto vegano | • para todo tipo de cabello | • disponible en presentación refill | • cruelty free",https://www.natura.cl/p/shampoo-lumina-anticaspa-300-ml/NATCHL-147420
Repuesto Máscara Reconstrucción de Daños Extremos Lumina,NATCHL-148443,"• nuevos envases | • nueva fragancia | • más tecnología para cuidar tu cabello | • contiene BioProteína Triple Acción y Activo Reconstrucción | • promueve la reconstrucción de hasta el 89% de los daños extremos | • previene hasta 2,9 veces los daños futuros* | • regenera la estructura capilar | • prolonga el efecto del alisado y de la coloración | • tipo de cabello: todo tipo de cabellos | • cruelty free | • vegano | • tipo de tratamiento: reconstrucción de daños extremos",https://www.natura.cl/p/mascara-regeneradora-lumina-quimicamente-danados-250-ml/NATCHL-148443
Gel Secativo para Granos Seca+ Faces,NATCHL-166351,"el Gel Secativo para Granos es el segundo paso en tu nueva rutina de cuidado de la piel. • seca la espinilla rápidamente • reduce las espinillas en 24 horas • ayuda a reducir el enrojecimiento de la piel causado por las espinillas • formulado con ácido salicílico, niacinamida, d-pantenol y vitamina E.",https://www.natura.cl/p/gel-secativo-para-granos-seca-faces-15-g/NATCHL-166351
Shampoo Definición y Hidratación Lumina 300ml,NATCHL-148161,• hidratación sin apelmazar el cabello | • 75% menos frizz | • cabello 5 veces más acondicionado | • 2 veces más brillo | • 3 veces más suavidad | • efecto antinudos que facilita el desenredo durante y después del lavado | • nuevo envase y nueva fragancia | • fórmula con BioProteína Triple Acción + Complejo de Chía y Linaza | • producto vegano,https://www.natura.cl/p/shampoo-cremoso-lumina-cabellos-rizados-300-ml/NATCHL-148161
Regalo Padres Jabones en barra Homem 3 unidades,NATCHL-250150,limpieza y protección para el cuerpo y la barba• los Jabones en Barra 2 en 1 son perfectos para el hombre que valora la practicidad en la rutina de cuidados • fórmula que puede usarse para limpiar y proteger la piel de todo el cuerpo y también para facilitar el deslizamiento de la hoja al afeitarse • hecho con Tecnología DermoTech que cuida y fortalece la piel • contiene bioactivo: coco babaçu • para todo tipo de piel contiene 1 caja de jabones en barra cuerpo y barba de 110 g cada uno 1 bolsa de regalo,https://www.natura.cl/p/regalo-padres-jabon-natura-hombre/NATCHL-250150
Kit Repuestos Ekos Murumuru,NATCHL-234917,"combate la resequedad y los daños capilares.• fórmulas con manteca cruda de murumuru • el shampoo limpia y nutre el cabello, combatiendo la resequedad y los daños capilares • el acondicionador reconstruye la fibra capilar, tiene acción antidaños y desenreda el cabello, dejándolo más suave e hidratado. contiene 2 repuestos shampoo 300 ml c/u 2 repuestos acondicionadores 300 ml c/u",https://www.natura.cl/p/kit-repuestos-ekos-murumuru/NATCHL-234917
Shampoo Infantil 2 en 1 Naturé 250ml,NATCHL-102406,"• shampoo 2 en 1 que limpia suavemente y deja el cabello más suave e hidratado | • desenreda con facilidad, es práctico y tiene acción antifrizz por hasta 24 horas | • limpia y acondiciona al mismo tiempo | • nutre y repara gracias a la manteca de murumuru | • cabello sedoso y fácil de peinar desde la primera aplicación | • desenreda hasta 8 veces más | • controla el frizz por hasta 24 horas | • fórmula sin lágrimas, ideal para niños y adultos",https://www.natura.cl/p/shampoo-2-en-1-nature-250-ml/NATCHL-102406
Bálsamo labial Ekos Cacao,NATCHL-162315,"• labios hidratados por hasta 48 horas | • protege contra el viento, frío y calor | • restaura la hidratación natural | • producción de colágeno dos veces mayor | • con manteca cruda de cacao de la Amazonía | • edición limitada | • labios visiblemente más suaves y saludables | • sensación de confort inmediato | • hidratación prolongada con efecto regenerador",https://www.natura.cl/p/balsamo-labial-ekos-cacao-35-g/NATCHL-162315
Crema Nutritiva Corporal Tododia Avellana y Casis,NATCHL-74848,"• fórmula que combina avellana y cassis con nutrición prebiótica que se adapta a las necesidades diarias de tu piel | • Tododia es un día para ti | • fragancia floral dulce, auténtica y atractiva, con un toque amaderado | • piel más firme y ultrasuave todos los días | • textura cremosa: fácil de aplicar y de rápida absorción | • nutrición profunda: piel saludable en todas sus capas | • 94 % de ingredientes naturales: mayor afinidad con tu piel",https://www.natura.cl/p/crema-nutritiva-para-cuerpo-avellana-y-casis-400ml/NATCHL-74848
Repuesto Sérum Intensivo Antioxidante Chronos Derma,NATCHL-169223,"piel luminosa, hidratada y revitalizada.• fórmula con doble vitamina C 15% y bioactivos para máxima luminosidad • 100% piel uniforme y luminosa¹ • 94% de reducción de líneas finas¹ • previene líneas finas y manchas oscuras • uniformiza el tono y la textura • activa la vitalidad celular para una piel saludable² • resultados reales comprobados por dermatólogos • más potencia en tu tratamiento, 88% menos residuo en el planeta. ¹porcentaje de mujeres con resultados en prueba clínica e instrumental ²resultado obtenido por la tecnología exclusiva Biociencia Chronos.",https://www.natura.cl/p/repuesto-serum-intensivo-antioxidante-chronos-derma-15-ml/NATCHL-169223
Repuesto sérum intensivo multiaclarador de manchas,NATCHL-169235,"Repuesto sérum intensivo multiaclarador de manchas Chronos Derma NUEVA FÓRMULA: sérum ultraliviano con absorción inmediata y secado rápido.Ideal para todos los tipos de pielTextura sérum ultraliviana conabsorción inmediata y secado rápido.Ideal para todos los tipos de piel.1. ACLARAlos diferentes tiposde manchas: solares,acné, envejecimiento,hormonales, embarazo,pecas, respetando el tononatural de la piel*.2. PREVIENEnuevas manchas y elreaparición de las yaexistentes*.3. ACTIVAla vitalidad celular parauna piel saludable*.-84% de manchas en dos semanas*91% piel uniforme imediatamente** Bioactiv",https://www.natura.cl/p/repuesto-serum-intensivo-multiaclarador-de-manchas-chronos-derma-30-ml/NATCHL-169235
Chronos Kit limpieza aceite y espuma de limpieza,NATCHL-250343,"dos pasos para una piel saludable e iluminada• espuma de limpieza suave y eficaz que mantiene la hidratación natural de la piel • textura refrescante y cremosa que forma una delicada película • sin sensación de tirantez • contiene bioactivo de cacao, que repone componentes esenciales de la piel • deja la piel suave y radiante • ideal para rostro y cuello • aceite que remueve hasta el 100% del maquillaje a prueba de agua y del protector solar • no deja residuos • textura que, en contacto con el agua, se transforma en jabón • no requiere uso de algodón y es fácil de enjuagar • aumenta la hidrata",https://www.natura.cl/p/chronos-kit-doble-limpieza-aceite-y-espuma-de-limpieza/NATCHL-250343
Sérum intensivo rellenador hidratante,NATCHL-169233,"• probado dermatológicamente | • más del 75% de ácido hialurónico para tu piel* | • 100% piel más hidratada y fortalecida** | • más del 92% de relleno inmediato** | • rellena diferentes capas de la piel | • reduce arrugas y líneas finas | • repone, protege y estimula el ácido hialurónico | • activa la vitalidad para una piel más saludable*** | • edad sugerida: 18+ | • tiene repuesto | • cruelty free | • vegano | • tipo de piel: todos los tipos de piel",https://www.natura.cl/p/serum-intensivo-rellenador-hidratante-chronos-derma-30-ml/NATCHL-169233
Máscara refrescante Faces,NATCHL-183307,• piel luminosa | • tecnología multi-hidratante | • repara la barrera de la piel | • reduce la aparición de puntos negros y granos | • mejora la apariencia de la piel | • actúa en 15 minutos | • fórmula con doble ácido hialurónico | • dermatológicamente probado | • cruelty free | • vegano | • ocasión: tratamiento intensivo | • tipo de piel: todo tipo de piel | • tipo de tratamiento: control de oleosidad | • zona de aplicación: rostro,https://www.natura.cl/p/mascara-refrescante-faces-20-ml/NATCHL-183307
Refill Acondicionador Antiedad Regenerador Capilar Lumina 300 ml,NATCHL-174187,"cabellos 80% más resistentes, capaces de resistir la acción del tiempo.• versión refill más económica y sustentable • hidrata sin dejar pesado • cabello revitalizado y suave • con Tecnología Bioproteína Triple Acción + Complejo de Colágeno y Biopéptidos: trata los signos de fragilidad, aspereza y porosidad del cabello canoso, redensifica el cabello mediante la reposición de proteínas y aminoácidos perdidos con el envejecimiento • nueva fragancia con bergamota, fresia y sándalo. beneficios con el uso de la línea completa: • previene y revierte la aparición de canas • recupera la densidad y la t",https://www.natura.cl/p/refill-acondicionador-antiedad-regenerador-capilar-lumina-300-ml/NATCHL-174187
Aceite Trifásico Corporal Ekos Pitanga,NATCHL-97429,"piel iluminada, protegida y perfumada con la fragancia refrescante de pitanga.• promueve 100% más hidratación* para la piel • deja la piel perfumada, protegida e iluminada • promueve brillo inmediato para la piel • hecho con aceite esencial de pitanga • la línea Ekos Pitanga fortalece los ingresos de familias guardianas de la Amazonía vinculadas a la bioagricultura del cultivo de pitanga• 97% de origen natural. *porcentaje de participantes con resultados positivos en la evaluación del atributo mencionado",https://www.natura.cl/p/aceite-trifasico-corporal-ekos-pitanga-200-ml/NATCHL-97429
Pincel Pro Rubor Una,NATCHL-55100,"• formato angular, con cerdas largas y suaves | • proporciona una aplicación delicada | • acabado más uniforme y natural | • cerdas sintéticas, libres de ingredientes de origen animal | • diseñado para distribuir el producto de manera homogénea | • ideal para lograr un acabado difuminado y suave en las mejillas | • diseño ergonómico | • que permite construir la intensidad del color según tu preferencia | • cerdas suaves | • ideal para maquillaje | • producto vegano | • no perecedero | • cruelty free | • zona de aplicación: rostro",https://www.natura.cl/p/pincel-pro-rubor-una/NATCHL-55100
Desodorante antitranspirante en crema Avellana y Casis,NATCHL-96516,"• no deja residuos blancos en los tejidos oscuros ni manchas amarillentas en los tejidos blancos | • cuidado de la piel gracias a un exclusivo complejo hidratante con vitamina E: protege, cuida e hidrata | • protección prolongada de hasta 48 horas contra los efectos del sudor | • posee aplicador fácil de usar",https://www.natura.cl/p/desodorante-antitranspirante-en-crema-avellana-y-casis/NATCHL-96516
Crema Hidratante para las Manos Ekos Ucuuba,NATCHL-80969,"48 horas de hidratación para las manos y uñas con la potencia antiflacidez de la ucuuba.• crema para manos hecha con manteca de ucuuba, rica en trimiristina, que estimula la producción de y elastina • textura cremosa y de rápida absorción • recupera y fortalece la piel de las manos • nuevo empaque 100% aluminio reciclado • la línea Ekos Ucuuba contribuye a la regeneración de la Amazonía y ayuda a fortalecer el ingreso de 1054 familias guardianas de la selva vinculadas a la cosecha sustentable • 97% de origen natural.",https://www.natura.cl/p/crema-hidratante-para-las-manos-ekos-ucuuba-75-g/NATCHL-80969
Toallitas Húmedas con Fragancia Mamá y Bebé,NATCHL-92798,"Toallitas de Limpieza Con Fragancia Mama y Bebe 50unLa fórmula vegana de las Toallitas Húmedas contiene solamente lo esencial para limpiar de forma suave y delicada la piel sensible del bebé.No reseca la piel, puede ser usada en la limpieza de la región del pañal, cuerpo y cara. Tiene un tejido resistente con toque suave, y en el tamaño ideal para más practicidad​ y confort en la limpieza, sin rasgarse y sin desperdicio.",https://www.natura.cl/p/toallitas-de-limpieza-con-fragancia-mama-y-bebe-50un/NATCHL-92798
Crema Hidratante para el Cuerpo Ekos Maracuyá,NATCHL-203383,"hasta 95% de acción calmante para la piel con la potencia antiestrés del maracuyá.*• piel protegida e hidratada por hasta 72 horas • hidratante corporal que reequilibra la piel • textura ligera y de rápida absorción • hecho con aceite bruto de maracuyá, rico en ácidos grasos esenciales • la línea Ekos Maracuyá fortalece los ingresos de 876 familias guardianas de la Amazonía *porcentaje de participantes con resultados positivos en la evaluación del atributo evaluado• 97% de origen natural.",https://www.natura.cl/p/crema-hidratante-para-el-cuerpo-ekos-maracuya-400-ml/NATCHL-203383
Crema para peinar Flor de cereza y Palta Tododia 180ml,NATCHL-156233,"• repara y revitaliza el cabello | • fragancia femenina y envolvente, con notas de flor de cerezo | • repara las puntas abiertas | • recupera los últimos centímetros del cabello, devolviéndole su aspecto natural | • protección térmica para evitar daños causados por secador y plancha | • fórmula con 93% de ingredientes de origen natural | • para todo tipo de rizos | • repara cabellos dañados por procedimientos químicos | • fragancias deliciosas que aportan bienestar | • tecnología prebiótica",https://www.natura.cl/p/crema-para-peinar-reparadora-flor-de-cereza-y-palta-tododia-180-ml/NATCHL-156233
Eau de Toilette Femenino Luna Absoluta 75ml,NATCHL-116582,• fragancia chipre intensa y sofisticada | • notas florales y amaderadas | • refuerza tu sensualidad y elegancia | • ideal para ocasiones especiales | • perfumación prolongada y distintiva,https://www.natura.cl/p/luna-absoluta-femenino-edt-75-ml/NATCHL-116582
Super máscara tint lavable,NATCHL-9832,• 5 veces más volumen | • secado rápido | • súper curvatura y definición | • larga duración | • ideal para crear looks increíbles | • probado oftalmológicamente | • fácil de remover | • no forma grumos,https://www.natura.cl/p/super-mascara-tint-lavable-faces-12ml/NATCHL-9832
Sérum nocturno Fuerza y Reparación Molecular Lumina 100ml,NATCHL-164508,"repara los enlaces internos para lograr 5 veces más fuerzaSérum nocturno Fuerza y reparación molecular LuminaPotencializa el tratamiento. Repara los enlaces internas del cabello a nivel molecular para 5 veces más fuerza.Contenido100 mlSobre la línea Lumina:Tratamiento capilar de alta tecnología para revelar la belleza única que hay en toda mujer y en todo cabello. Natura Lumina. Tu cabello, tu verdad.Cabello regenerado en la medida exacta de cada daño. Reducción de hasta un 70% en la porosidad de los cabellos. Cabellos saludables desde la primera aplicación.",https://www.natura.cl/p/serum-nocturno-lumina-fuerza-y-reparacion-molecular-100-ml/NATCHL-164508
Repuesto Acondicionador Hidratación Lumina 300ml,NATCHL-148413,• hidratación sin apelmazar el cabello | • 75% menos frizz | • cabello 5 veces más acondicionado | • rizos 85% más definidos y con 5 veces más hidratación* | • 2 veces más brillo | • 3 veces más suavidad | • efecto antienredos que facilita el desenredo durante y después del lavado | • nuevo envase y nueva fragancia | • fórmula con BioProteína Triple Acción + Complejo de Chía y Linaza | • producto vegano,https://www.natura.cl/p/repuesto-acondicionador-hidratante-300-ml/NATCHL-148413
Repuesto Desodorante Corporal Clásico Masculino,NATCHL-56948,"• perfuma todo el cuerpo | • protege contra los olores de la transpiración | • producto sin sal de aluminio | • empaque liviano y práctico con traba en la tapa, para llevarlo a donde quieras y ser usado cuando quieras | • fragancia de éxito de la Perfumería Natura | • producto con repuesto",https://www.natura.cl/p/repuesto-desodorante-corporal-clasico-masculino-100ml/NATCHL-56948
Regalo Padres Agua de Colonia 2 unidades Papa e Bebe 50ml,NATCHL-247080,"colonia suave y segura, con un aroma de amor y cariño• fragancia levemente cítrica, que combina suaves flores de lavanda con notas ligeramente dulces • segura para usar desde el primer día de vida • un ritual de perfumación suave que ayuda a crear y fortalecer el vínculo de amor con el bebé • todos los productos para bebés son hipoalergénicos: fueron formulados para minimizar la posible aparición de alergias contiene 2 aguas de colonia de 50 ml c/u 1 bolsa de regalo",https://www.natura.cl/p/regalo-padres-natura-papa-y-bebe/NATCHL-247080
Repuesto Desodorante Corporal Humor 5,NATCHL-56768,"• el recambio es mucho más | • práctico de usar y tiene un | • menor impacto ambiental | • solo hay que colocar la tapa del producto anterior en el nuevo frasco | • sensación de frescura y bienestar en todo el cuerpo | • floral, sensual, cereza",https://www.natura.cl/p/repuesto-desodorante-corporal-humor-5-100ml/NATCHL-56768
Crema Exfoliante para los glúteos Ekos Cupuaçu,NATCHL-204785,"renovación celular para una piel más suave y lisa• crema exfoliante que promueve la reducción y prevención de vellos encarnados en 7 días • potencia la firmeza y elasticidad de la piel en 7 días* • 100% más firmeza y elasticidad para la piel* • mejora la textura de la piel, con disminución visible del aspecto de piel de naranja • exfoliante corporal que elimina células muertas e impurezas • exfolia la piel y promueve hidratación por 72 horas • potencia la producción de colágeno natural de la piel • promueve colágeno y protege la elastina natural de la piel • perfuma la piel con fragancia fruta",https://www.natura.cl/p/crema-exfoliante-para-los-gluteos-ekos-cupuacu-190-g/NATCHL-204785
Loción Hidratante Mamá y Bebé,NATCHL-92804,"• formulado para hidratar y proteger la piel delicada del bebé | • con ingredientes suaves y seguros | • textura ligera, cremosa y suave | • de rápida absorción | • proporciona suavidad y confort | • contiene 99% de ingredientes naturales | • fragancia suave y segura | • producto vegano | • dermatológicamente probado | • edad sugerida: 0 a 3 años | • disponible con refil | • hipoalergénico | • cruelty free | • tipo de piel: piel sensible",https://www.natura.cl/p/locion-hidratante-mama-y-bebe-200ml/NATCHL-92804
Máscara Anticaída Patauá Ekos 200g,NATCHL-112777,"fibras hasta 9 veces más fuertes con la potencia anticaída del patauá.*• máscara que acelera el fortalecimiento y resistencia de la fibra capilar • recupera los cabellos debilitados • evita hasta 9 veces más la caída por quiebre** • cabellos con cuerpo, brillo y movimiento • hecho con aceite de patauá • la línea Ekos Patauá contribuye a la regeneración de la Amazonía y ayuda a fortalecer los ingresos de 606 familias guardianas de la selva vinculadas a la cosecha sustentable• 97% de origen natural. *resultados comprobados de reducción de caída por quiebre **resultados comprobados en pruebas ins",https://www.natura.cl/p/mascarilla-capilar-fortalecedora-ekos-pataua-200-g/NATCHL-112777
